Arguments:
  data_root: /dssg/home/acct-stu/stu177/DS-project/data
  save_root: /dssg/home/acct-stu/stu177/DS-project/checkpoints
  init_author_path: author_init.bin
  batch_size: 16384
  epochs: 100
  train_frac: 0.9
  dims: [256, 128, 64, 32]
  enhance: True
  from_dir: 9
  enhance_frac: 0.5
#authors: 6611, #papers: 79937
#(author, paper) edge in train set: 614179, in test set: 136484
#(paper, paper) edge in train set: 294402, in test set: 65422
#(author, author) edge in train set: 8697, in test set: 1932
#authors in train set: 6610
#papers in train set: 79660
#desired predicted author-author edges: 4348
#desired predicted author-paper edges: 209824
#desired predicted paper-paper edges: 144605
#predicted author-author edges: 4348, min similarity is 0.9901
#predicted author-paper edges: 209824, min similarity is 0.6263
#predicted paper-paper edges: 144605, min similarity is 0.9617
Graph(num_nodes={'author': 6611, 'paper': 79937},
      num_edges={('author', 'aa_pred', 'author'): 4348, ('author', 'ap_pred', 'paper'): 209824, ('author', 'coauthor', 'author'): 24005, ('author', 'ref', 'paper'): 614179, ('paper', 'beref', 'author'): 614179, ('paper', 'cite', 'paper'): 668741, ('paper', 'pp_pred', 'paper'): 144605},
      metagraph=[('author', 'author', 'aa_pred'), ('author', 'author', 'coauthor'), ('author', 'paper', 'ap_pred'), ('author', 'paper', 'ref'), ('paper', 'author', 'beref'), ('paper', 'paper', 'cite'), ('paper', 'paper', 'pp_pred')])
Epoch 0: loss = 0.3300
Epoch 1: loss = 0.1375
Epoch 2: loss = 0.1087
Epoch 3: loss = 0.0942
Epoch 4: loss = 0.0842
Epoch 5: loss = 0.0777
Epoch 6: loss = 0.0727
Epoch 7: loss = 0.0683
Epoch 8: loss = 0.0653
Epoch 9: loss = 0.0628
Epoch 10: loss = 0.0605
Epoch 11: loss = 0.0580
Epoch 12: loss = 0.0567
Epoch 13: loss = 0.0548
Epoch 14: loss = 0.0534
Epoch 15: loss = 0.0524
Epoch 16: loss = 0.0510
Epoch 17: loss = 0.0498
Epoch 18: loss = 0.0490
Epoch 19: loss = 0.0482
Epoch 20: loss = 0.0477
Epoch 21: loss = 0.0467
Epoch 22: loss = 0.0460
Epoch 23: loss = 0.0455
Epoch 24: loss = 0.0447
Epoch 25: loss = 0.0438
Epoch 26: loss = 0.0432
Epoch 27: loss = 0.0432
Epoch 28: loss = 0.0426
Epoch 29: loss = 0.0420
Epoch 30: loss = 0.0415
Epoch 31: loss = 0.0411
Epoch 32: loss = 0.0407
Epoch 33: loss = 0.0403
Epoch 34: loss = 0.0399
Epoch 35: loss = 0.0394
Epoch 36: loss = 0.0391
Epoch 37: loss = 0.0385
Epoch 38: loss = 0.0383
Epoch 39: loss = 0.0383
Epoch 40: loss = 0.0377
Epoch 41: loss = 0.0373
Epoch 42: loss = 0.0373
Epoch 43: loss = 0.0369
Epoch 44: loss = 0.0366
Epoch 45: loss = 0.0365
Epoch 46: loss = 0.0362
Epoch 47: loss = 0.0360
Epoch 48: loss = 0.0355
Epoch 49: loss = 0.0354
Epoch 50: loss = 0.0352
Epoch 51: loss = 0.0349
Epoch 52: loss = 0.0346
Epoch 53: loss = 0.0345
Epoch 54: loss = 0.0342
Epoch 55: loss = 0.0341
Epoch 56: loss = 0.0341
Epoch 57: loss = 0.0337
Epoch 58: loss = 0.0338
Epoch 59: loss = 0.0334
Epoch 60: loss = 0.0330
Epoch 61: loss = 0.0331
Epoch 62: loss = 0.0332
Epoch 63: loss = 0.0329
Epoch 64: loss = 0.0328
Epoch 65: loss = 0.0323
Epoch 66: loss = 0.0323
Epoch 67: loss = 0.0323
Epoch 68: loss = 0.0321
Epoch 69: loss = 0.0319
Epoch 70: loss = 0.0317
Epoch 71: loss = 0.0319
Epoch 72: loss = 0.0316
Epoch 73: loss = 0.0311
Epoch 74: loss = 0.0312
Epoch 75: loss = 0.0311
Epoch 76: loss = 0.0310
Epoch 77: loss = 0.0309
Epoch 78: loss = 0.0306
Epoch 79: loss = 0.0307
Epoch 80: loss = 0.0305
Epoch 81: loss = 0.0304
Epoch 82: loss = 0.0303
Epoch 83: loss = 0.0301
Epoch 84: loss = 0.0302
Epoch 85: loss = 0.0301
Epoch 86: loss = 0.0298
Epoch 87: loss = 0.0298
Epoch 88: loss = 0.0297
Epoch 89: loss = 0.0298
Epoch 90: loss = 0.0297
Epoch 91: loss = 0.0293
Epoch 92: loss = 0.0295
Epoch 93: loss = 0.0293
Epoch 94: loss = 0.0290
Epoch 95: loss = 0.0292
Epoch 96: loss = 0.0289
Epoch 97: loss = 0.0288
Epoch 98: loss = 0.0290
Epoch 99: loss = 0.0286
Max f1 score of predicting reference edges: 0.9399 (precision = 0.9529, recall = 0.9272), threshold = -0.1107
Max f1 score of predicting citation edges: 0.8563 (precision = 0.8410, recall = 0.8722)
Max f1 score of predicting coauthor edges: 0.9836 (precision = 0.9746, recall = 0.9928)
